ISSCAAP_Division_Code,ISSCAAP_Division_Desc,ISSCAAP_Group_Code,ISSCAAP_Group_Desc,ERSCode,ScientificName,EnglishName,CG_code,CG_descr,MCS_code,MCS_descr,StatsData
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",YCL,Cycleptus elongatus,Blue sucker,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",DEU,Deltistes luxatus,Lost River sucker,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ATC,Catostomus catostomus,Longnose sucker,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ATO,Catostomus commersoni,White sucker,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ATS,Catostomus latipinnis,Flannelmouth sucker,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ATU,Catostomus macrocheilus,Largescale sucker,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ATE,Catostomus tahoensis,Tahoe sucker,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",MOG,Moxostoma congestum,Gray redhorse,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",MOE,Moxostoma erythrurum,Golden redhorse,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",MOM,Moxostoma macrolepidotum,Shorthead redhorse,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LAL,Lagochila lacera,Harelip sucker,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BUB,Ictiobus cyprinellus,Bigmouth buffalo,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BUF,Ictiobus spp,Buffalofishes nei,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",MXS,Myxocyprinus asiaticus,Chinese sucker,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",CDO,Carpiodes carpio,River carpsucker,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",XYT,Xyrauchen texanus,Razorback sucker,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ATJ,Chasmistes cujus,Cui-ui,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",MIM,Minytrema melanops,Spotted sucker,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ERU,Erimyzon sucetta,Lake chubsucker,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",HYN,Hypentelium nigricans,Northern hog sucker,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",CTM,Catostomidae,Suckers nei,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",FBM,Abramis brama,Freshwater bream,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",FBR,Abramis spp,Freshwater breams nei,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",FCP,Cyprinus carpio,Common carp,1,Freshwater fish,1,Carp,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",FPR,Cyprinus pellegrini,Barbless carp,1,Freshwater fish,1,Carp,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",AAX,Aaptosyax grypus,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ABB,Abbottina rivularis,Chinese false gudgeon,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",AHL,Acanthalburnus microlepis,Blackbrow bleak,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",FTE,Tinca tinca,Tench,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ATA,Acapoeta tanganicae,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ALR,Alburnus alburnus,Bleak,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ABD,Alburnus albidus,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",PTB,Barbus barbus,Barbel,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BUD,Barbus meridionalis,Mediterranean barbel,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BBQ,Barbus canis,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BBN,Barbus aeneus,Smallmouth yellowfish,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BBJ,Barbus capensis,Clanwilliam yellowfish,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BUH,Barbus haasi,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BUO,Barbus holotaenia,Spotscale barb,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BUJ,Barbus johnstonii,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BUI,Barbus macrotaenia,Broadband barb,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BUY,Barbus neumayeri,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BUN,Barbus longiceps,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BSJ,Barbus plebejus,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BBU,Barbus altianalis,Ripon barbel,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BBI,Barbus altidorsalis,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BBK,Barbus callensis,Algerian barb,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BUE,Barbus eurystomus,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BUL,Barbus lineomaculatus,Line-spotted barb,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BSN,Barbus unitaeniatus,Slender barb,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BUU,Barbus paludinosus,Straightfin barb,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BSI,Barbus perince,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BSM,Barbus mattozi,Papermouth,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BUQ,Barbus marequensis,Largescale yellowfish,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BST,Barbus trimaculatus,Threespot barb,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BSO,Barbus tropidolepis,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BBZ,Barbus cyclolepis,NA,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",HON,Chondrostoma nasus,Common nase,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",HOX,Chondrostoma toxostoma,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",HOY,Chondrostoma polylepis,Iberian nase,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",HOS,Chondrostoma soetta,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",HOG,Chondrostoma genei,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",AGE,Agosia chrysogaster,Longfin dace,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",FCC,Carassius carassius,Crucian carp,1,Freshwater fish,1,Carp,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",CGO,Carassius auratus,Goldfish,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",IUV,Carassius cuvieri,Japanese white crucian carp,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",CWG,Carassius gibelio,Prussian carp,1,Freshwater fish,1,Carp,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",WDX,Carassius spp,NA,1,Freshwater fish,1,Carp,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",GOG,Gobio gobio,Gudgeon,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",GOP,Gobio albipinnatus,White-finned gudgeon,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",FRO,Rutilus rutilus,Roach,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RFR,Rutilus frisii,Kutum,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RTR,Rutilus rubilio,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RLA,Rutilus alburnoides,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RFZ,Rutilus lemmingii,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RWC,Rutilus caspicus,Caspian roach,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",FRX,Rutilus spp,Roaches nei,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",SRE,Scardinius erythrophthalmus,Rudd,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",FID,Leuciscus idus,Orfe(=Ide),1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LUC,Leuciscus cephaloides,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",FIE,Leuciscus leuciscus,Common dace,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LUY,Leuciscus borysthenicus,Dnieper chub,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LUP,Leuciscus polylepis,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LUR,Leuciscus pyrenaicus,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",VLS,Leuciscus schmidti,Schmidt's dace,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",VLB,Leuciscus bergi,Issyk-Kul dace,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",JNE,Leuciscus baicalensis,Siberian dace,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LEW,Leuciscus spp,Chubs nei,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RHM,Rhodeus amarus,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ROO,Rhodeus ocellatus,Rosy bitterling,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ROR,Rhodeus sericeus,Bitterling,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",TBT,Tribolodon taczanowskii,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",TFZ,Tribolodon hakonensis,Big-scaled redfin,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ZTB,Tribolodon brandtii,Far Eastern ide,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBG,Labeo angra,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBB,Labeo bata,NA,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBO,Labeo boga,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LCB,Labeo calbasu,Orangefin labeo,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBD,Labeo dero,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBM,Labeo dussumieri,NA,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBF,Labeo fimbriatus,Fringed-lipped peninsula carp,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBI,Labeo gonius,Kuria labeo,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBJ,Labeo kontius,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LOI,Labeo microphthalmus,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LON,Labeo nandina,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LOH,Labeo pangusia,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LRH,Labeo rohita,Roho labeo,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LOD,Labeo sindensis,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBV,Labeo altivelis,Rednose labeo,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBU,Labeo coubie,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBY,Labeo cylindricus,Redeye labeo,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBL,Labeo darlingi,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBK,Labeo forskalii,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBN,Labeo fuelleborni,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBQ,Labeo horie,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LOM,Labeo mesops,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LOL,Labeo niloticus,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LOC,Labeo victorianus,Ningu,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBP,Labeo capensis,Orange River mudfish,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LBH,Labeo dyocheilus,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LOE,Labeo rosae,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",EOU,Labeo umbratus,Moggel,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",MOH,Labeo chrysophekadion,Black sharkminnow,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ZYS,Labeo congoro,Purple labeo,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RHI,Labeo spp,Rhinofishes nei,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RNR,Cirrhinus cirrhosus,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",MUC,Cirrhinus molitorella,Mud carp,1,Freshwater fish,1,Carp,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",CMG,Cirrhinus mrigala,Mrigal carp,1,Freshwater fish,1,Carp,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RNE,Cirrhinus reba,Reba carp,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RNM,Cirrhinus microlepis,Small scale mud carp,1,Freshwater fish,1,Carp,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",AVL,Algansea lacustris,Pátzcuaro chub,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ASJ,Aspidoparia jaya,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ARR,Aspidoparia morar,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ABA,Albulichthys albuloides,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",TCS,Catlocarpio siamensis,Giant barb,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",GUH,Chagunius chagunio,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",HEU,Chela cachius,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",HEO,Chela laubuca,Indian glass barb,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ILA,Crossocheilus latius,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",FCG,Ctenopharyngodon idella,Grass carp(=White amur),1,Freshwater fish,1,Carp,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",YCE,Cyclocheilichthys enoplos,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",YCA,Cyclocheilichthys apogon,Beardless barb,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",YCD,Cyclocheilichthys dumerilii,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",YCQ,Cyclocheilichthys armatus,NA,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",DAE,Danio aequipinnatus,Giant danio,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",DAD,Danio dangila,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",DAV,Danio devario,Sind danio,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",DAI,Danio rerio,Zebra danio,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",DAF,Danio frankei,Leopard danio,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ABI,Alburnoides bipunctatus,Schneider,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",GIN,Gila nigrescens,Chihuahua chub,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",GIA,Gila atraria,Utah chub,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",GIB,Gila bicolor,Tui chub,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",GIC,Gila cypha,Humpback chub,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",GIE,Gila elegans,Bonytail,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",GIR,Gila robusta,Roundtail chub,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",HMD,Hampala dispar,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",HML,Hampala macrolepidota,Hampala barb,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",IJM,Hampala salweenensis,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",SVC,Hypophthalmichthys molitrix,Silver carp,1,Freshwater fish,1,Carp,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BIC,Hypophthalmichthys nobilis,Bighead carp,1,Freshwater fish,1,Carp,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",HXP,Hypophthalmichthys spp,"Silver, bighead carps nei",1,Freshwater fish,1,Carp,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",BBB,Labeobarbus bynni,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LUE,Labiobarbus leptocheilus,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LZF,Labiobarbus festivus,Signal barb,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LZQ,Labiobarbus fasciatus,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",LZW,Labiobarbus ocellatus,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",JEG,Labiobarbus siamensis,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ABT,Amblyrhynchichthys truncatus,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",ANY,Anabarilius polylepis,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",QNG,Anabarilius grahami,Kanglang fish,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",NMC,Notemigonus crysoleucas,Golden shiner,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",CTT,Gibelion catla,Catla,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",FCN,Osteochilus hasselti,Nilem carp,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",OSE,Osteochilus melanopleurus,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",OSS,Osteochilus spilurus,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",PGC,Pogonichthys macrolepidotus,Splittail,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",PRJ,Probarbus jullieni,Isok barb,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",PTI,Ptychocheilus grandis,Sacramento squawfish,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RAD,Rasbora daniconius,Slender rasbora,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RSG,Rasbora elanga,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RST,Rasbora heteromorpha,Harlequin rasbora,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RSR,Rasbora rasbora,Gangetic scissortail rasbora,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RSZ,Rasbora argyrotaenia,Silver rasbora,1,Freshwater fish,8,Other freshwater fish,YES
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RSV,Rasbora einthovenii,Brilliant rasbora,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RWS,Rasbora elegans,Twospot rasbora,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",RRZ,Rasbora tawarensis,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",TYD,Thynnichthys sandkhol,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",TYT,Thynnichthys thynnoides,NA,1,Freshwater fish,8,Other freshwater fish,NO
1,Freshwater fishes,11,"Carps, barbels and other cyprinids",TWY,Thynnichthys vaillanti,NA,1,Freshwater fish,8,Other freshwater fish,YES
