ERSCode,CG_code,CG_descr,MCS_code,MCS_descr,ISSCAAP_Division_Code,ISSCAAP_Division_Desc,ISSCAAP_Group_Code,ISSCAAP_Group_Desc,ScientificName,EnglishName,ProducedInScotland2021
YCL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cycleptus elongatus,Blue sucker,FALSE
DEU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Deltistes luxatus,Lost River sucker,FALSE
ATC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Catostomus catostomus,Longnose sucker,FALSE
ATO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Catostomus commersoni,White sucker,FALSE
ATS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Catostomus latipinnis,Flannelmouth sucker,FALSE
ATU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Catostomus macrocheilus,Largescale sucker,FALSE
ATE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Catostomus tahoensis,Tahoe sucker,FALSE
MOG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Moxostoma congestum,Gray redhorse,FALSE
MOE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Moxostoma erythrurum,Golden redhorse,FALSE
MOM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Moxostoma macrolepidotum,Shorthead redhorse,FALSE
LAL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Lagochila lacera,Harelip sucker,FALSE
BUB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Ictiobus cyprinellus,Bigmouth buffalo,FALSE
BUF,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Ictiobus spp,Buffalofishes nei,FALSE
MXS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Myxocyprinus asiaticus,Chinese sucker,FALSE
CDO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Carpiodes carpio,River carpsucker,FALSE
XYT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Xyrauchen texanus,Razorback sucker,FALSE
ATJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Chasmistes cujus,Cui-ui,FALSE
MIM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Minytrema melanops,Spotted sucker,FALSE
ERU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Erimyzon sucetta,Lake chubsucker,FALSE
HYN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Hypentelium nigricans,Northern hog sucker,FALSE
CTM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Catostomidae,Suckers nei,FALSE
FBM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Abramis brama,Freshwater bream,FALSE
FBR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Abramis spp,Freshwater breams nei,FALSE
FCP,1,Freshwater fish,1,Carp,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cyprinus carpio,Common carp,FALSE
FPR,1,Freshwater fish,1,Carp,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cyprinus pellegrini,Barbless carp,FALSE
AAX,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Aaptosyax grypus,NA,FALSE
ABB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Abbottina rivularis,Chinese false gudgeon,FALSE
AHL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Acanthalburnus microlepis,Blackbrow bleak,FALSE
FTE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Tinca tinca,Tench,FALSE
ATA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Acapoeta tanganicae,NA,FALSE
ALR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Alburnus alburnus,Bleak,FALSE
ABD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Alburnus albidus,NA,FALSE
PTB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus barbus,Barbel,FALSE
BUD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus meridionalis,Mediterranean barbel,FALSE
BBQ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus canis,NA,FALSE
BBN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus aeneus,Smallmouth yellowfish,FALSE
BBJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus capensis,Clanwilliam yellowfish,FALSE
BUH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus haasi,NA,FALSE
BUO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus holotaenia,Spotscale barb,FALSE
BUJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus johnstonii,NA,FALSE
BUI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus macrotaenia,Broadband barb,FALSE
BUY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus neumayeri,NA,FALSE
BUN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus longiceps,NA,FALSE
BSJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus plebejus,NA,FALSE
BBU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus altianalis,Ripon barbel,FALSE
BBI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus altidorsalis,NA,FALSE
BBK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus callensis,Algerian barb,FALSE
BUE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus eurystomus,NA,FALSE
BUL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus lineomaculatus,Line-spotted barb,FALSE
BSN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus unitaeniatus,Slender barb,FALSE
BUU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus paludinosus,Straightfin barb,FALSE
BSI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus perince,NA,FALSE
BSM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus mattozi,Papermouth,FALSE
BUQ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus marequensis,Largescale yellowfish,FALSE
BST,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus trimaculatus,Threespot barb,FALSE
BSO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus tropidolepis,NA,FALSE
BBZ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbus cyclolepis,NA,FALSE
HON,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Chondrostoma nasus,Common nase,FALSE
HOX,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Chondrostoma toxostoma,NA,FALSE
HOY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Chondrostoma polylepis,Iberian nase,FALSE
HOS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Chondrostoma soetta,NA,FALSE
HOG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Chondrostoma genei,NA,FALSE
AGE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Agosia chrysogaster,Longfin dace,FALSE
FCC,1,Freshwater fish,1,Carp,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Carassius carassius,Crucian carp,FALSE
CGO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Carassius auratus,Goldfish,FALSE
IUV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Carassius cuvieri,Japanese white crucian carp,FALSE
CWG,1,Freshwater fish,1,Carp,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Carassius gibelio,Prussian carp,FALSE
WDX,1,Freshwater fish,1,Carp,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Carassius spp,NA,FALSE
GOG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Gobio gobio,Gudgeon,FALSE
GOP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Gobio albipinnatus,White-finned gudgeon,FALSE
FRO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rutilus rutilus,Roach,FALSE
RFR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rutilus frisii,Kutum,FALSE
RTR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rutilus rubilio,NA,FALSE
RLA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rutilus alburnoides,NA,FALSE
RFZ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rutilus lemmingii,NA,FALSE
RWC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rutilus caspicus,Caspian roach,FALSE
FRX,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rutilus spp,Roaches nei,FALSE
SRE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Scardinius erythrophthalmus,Rudd,FALSE
FID,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Leuciscus idus,Orfe(=Ide),FALSE
LUC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Leuciscus cephaloides,NA,FALSE
FIE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Leuciscus leuciscus,Common dace,FALSE
LUY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Leuciscus borysthenicus,Dnieper chub,FALSE
LUP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Leuciscus polylepis,NA,FALSE
LUR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Leuciscus pyrenaicus,NA,FALSE
VLS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Leuciscus schmidti,Schmidt's dace,FALSE
VLB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Leuciscus bergi,Issyk-Kul dace,FALSE
JNE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Leuciscus baicalensis,Siberian dace,FALSE
LEW,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Leuciscus spp,Chubs nei,FALSE
RHM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rhodeus amarus,NA,FALSE
ROO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rhodeus ocellatus,Rosy bitterling,FALSE
ROR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rhodeus sericeus,Bitterling,FALSE
TBT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Tribolodon taczanowskii,NA,FALSE
TFZ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Tribolodon hakonensis,Big-scaled redfin,FALSE
ZTB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Tribolodon brandtii,Far Eastern ide,FALSE
LBG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo angra,NA,FALSE
LBB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo bata,NA,FALSE
LBO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo boga,NA,FALSE
LCB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo calbasu,Orangefin labeo,FALSE
LBD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo dero,NA,FALSE
LBM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo dussumieri,NA,FALSE
LBF,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo fimbriatus,Fringed-lipped peninsula carp,FALSE
LBI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo gonius,Kuria labeo,FALSE
LBJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo kontius,NA,FALSE
LOI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo microphthalmus,NA,FALSE
LON,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo nandina,NA,FALSE
LOH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo pangusia,NA,FALSE
LRH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo rohita,Roho labeo,FALSE
LOD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo sindensis,NA,FALSE
LBV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo altivelis,Rednose labeo,FALSE
LBU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo coubie,NA,FALSE
LBY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo cylindricus,Redeye labeo,FALSE
LBL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo darlingi,NA,FALSE
LBK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo forskalii,NA,FALSE
LBN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo fuelleborni,NA,FALSE
LBQ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo horie,NA,FALSE
LOM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo mesops,NA,FALSE
LOL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo niloticus,NA,FALSE
LOC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo victorianus,Ningu,FALSE
LBP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo capensis,Orange River mudfish,FALSE
LBH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo dyocheilus,NA,FALSE
LOE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo rosae,NA,FALSE
EOU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo umbratus,Moggel,FALSE
MOH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo chrysophekadion,Black sharkminnow,FALSE
ZYS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo congoro,Purple labeo,FALSE
RHI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeo spp,Rhinofishes nei,FALSE
RNR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cirrhinus cirrhosus,NA,FALSE
MUC,1,Freshwater fish,1,Carp,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cirrhinus molitorella,Mud carp,FALSE
CMG,1,Freshwater fish,1,Carp,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cirrhinus mrigala,Mrigal carp,FALSE
RNE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cirrhinus reba,Reba carp,FALSE
RNM,1,Freshwater fish,1,Carp,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cirrhinus microlepis,Small scale mud carp,FALSE
AVL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Algansea lacustris,Pátzcuaro chub,FALSE
ASJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Aspidoparia jaya,NA,FALSE
ARR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Aspidoparia morar,NA,FALSE
ABA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Albulichthys albuloides,NA,FALSE
TCS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Catlocarpio siamensis,Giant barb,FALSE
GUH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Chagunius chagunio,NA,FALSE
HEU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Chela cachius,NA,FALSE
HEO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Chela laubuca,Indian glass barb,FALSE
ILA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Crossocheilus latius,NA,FALSE
FCG,1,Freshwater fish,1,Carp,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Ctenopharyngodon idella,Grass carp(=White amur),FALSE
YCE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cyclocheilichthys enoplos,NA,FALSE
YCA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cyclocheilichthys apogon,Beardless barb,FALSE
YCD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cyclocheilichthys dumerilii,NA,FALSE
YCQ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Cyclocheilichthys armatus,NA,FALSE
DAE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Danio aequipinnatus,Giant danio,FALSE
DAD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Danio dangila,NA,FALSE
DAV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Danio devario,Sind danio,FALSE
DAI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Danio rerio,Zebra danio,FALSE
DAF,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Danio frankei,Leopard danio,FALSE
ABI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Alburnoides bipunctatus,Schneider,FALSE
GIN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Gila nigrescens,Chihuahua chub,FALSE
GIA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Gila atraria,Utah chub,FALSE
GIB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Gila bicolor,Tui chub,FALSE
GIC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Gila cypha,Humpback chub,FALSE
GIE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Gila elegans,Bonytail,FALSE
GIR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Gila robusta,Roundtail chub,FALSE
HMD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Hampala dispar,NA,FALSE
HML,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Hampala macrolepidota,Hampala barb,FALSE
IJM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Hampala salweenensis,NA,FALSE
SVC,1,Freshwater fish,1,Carp,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Hypophthalmichthys molitrix,Silver carp,FALSE
BIC,1,Freshwater fish,1,Carp,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Hypophthalmichthys nobilis,Bighead carp,FALSE
HXP,1,Freshwater fish,1,Carp,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Hypophthalmichthys spp,"Silver, bighead carps nei",FALSE
BBB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labeobarbus bynni,NA,FALSE
LUE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labiobarbus leptocheilus,NA,FALSE
LZF,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labiobarbus festivus,Signal barb,FALSE
LZQ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labiobarbus fasciatus,NA,FALSE
LZW,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labiobarbus ocellatus,NA,FALSE
JEG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Labiobarbus siamensis,NA,FALSE
ABT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Amblyrhynchichthys truncatus,NA,FALSE
ANY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Anabarilius polylepis,NA,FALSE
QNG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Anabarilius grahami,Kanglang fish,FALSE
NMC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Notemigonus crysoleucas,Golden shiner,FALSE
CTT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Gibelion catla,Catla,FALSE
FCN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Osteochilus hasselti,Nilem carp,FALSE
OSE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Osteochilus melanopleurus,NA,FALSE
OSS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Osteochilus spilurus,NA,FALSE
PGC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Pogonichthys macrolepidotus,Splittail,FALSE
PRJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Probarbus jullieni,Isok barb,FALSE
PTI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Ptychocheilus grandis,Sacramento squawfish,FALSE
RAD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rasbora daniconius,Slender rasbora,FALSE
RSG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rasbora elanga,NA,FALSE
RST,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rasbora heteromorpha,Harlequin rasbora,FALSE
RSR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rasbora rasbora,Gangetic scissortail rasbora,FALSE
RSZ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rasbora argyrotaenia,Silver rasbora,FALSE
RSV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Rasbora einthovenii,Brilliant rasbora,FALSE
