ERSCode,CG_code,CG_descr,MCS_code,MCS_descr,ISSCAAP_Division_Code,ISSCAAP_Division_Desc,ISSCAAP_Group_Code,ISSCAAP_Group_Desc,ScientificName,EnglishName,ProducedInScotland2021
DAX,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Crepipatella spp,NA,FALSE
DAL,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Calliostoma turnerarum,NA,FALSE
KSH,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Doris kerguelenensis,NA,FALSE
KVU,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Doris pseudoargus,Sea lemon,FALSE
JQG,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Bullacta exarata,Korean mud snail,FALSE
WPZ,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Pomacea urceus,NA,FALSE
DQH,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Pusillina tumidula,NA,FALSE
NBL,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Melanella alba,NA,FALSE
JII,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Tritonia hombergii,NA,FALSE
IPE,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Epitonium clathrus,European wentletrap,FALSE
KPZ,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Acanthodoris pilosa,Thorny doris,FALSE
FEM,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Acteon tornatilis,European acteon,FALSE
OZH,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Margarites helicinus,NA,FALSE
JIR,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Colus gracilis,Slender colus,FALSE
JIS,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Colus islandicus,Islandic colus,FALSE
JIT,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Colus jeffreysianus,Jeffrey's colus,FALSE
EZD,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Dendronotus frondosus,Bushy-backed nudibranch,FALSE
FCF,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Facelina auriculata,Slender facelina,FALSE
FPT,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Philine aperta,Open-shelled paperbubble,FALSE
GXZ,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Pleurobranchus membranaceus,NA,FALSE
JTR,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Scaphander lignarius,Woody canoe-bubblesnail,FALSE
TWZ,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Trivia arctica,Northern cowrie,FALSE
GAS,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,52,"Abalones, winkles, conchs",Gastropoda,Gastropods nei,FALSE
KNP,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Alectryonella plicatula,Fingerprint oyster,FALSE
OGQ,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Ostrea angasi,Australian mud oyster,FALSE
OAH,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Ostrea atherstonei,Red flat oyster,FALSE
OCH,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Ostrea chilensis,Chilean oyster,FALSE
ODW,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Ostrea denselamellosa,Japanese flat oyster,FALSE
OYF,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Ostrea edulis,European flat oyster,TRUE
OFO,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Ostrea lurida,Yaquina oyster,FALSE
OBF,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Ostrea puelchana,NA,FALSE
YKG,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Ostrea angelica,Angel oyster,FALSE
OYH,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Ostrea conchaphila,Olympia oyster,FALSE
OAQ,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Ostrea equestris,Crested oyster,FALSE
OYX,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Ostrea spp,Flat oysters nei,FALSE
OAK,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Saccostrea kegaki,Kegaki oyster,FALSE
KOM,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Saccostrea malabonensis,Philippines hooded oyster,FALSE
KOX,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Saccostrea mordax,Coral rock oyster,FALSE
KOU,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Saccostrea palmula,Palmate oyster,FALSE
CSC,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Saccostrea cuccullata,Hooded oyster,FALSE
OYS,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Saccostrea glomerata,Sydney cupped oyster,FALSE
OYN,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Saccostrea echinata,Spiny rock oyster,FALSE
OZX,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Saccostrea spp,NA,FALSE
DDF,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Dendostrea folium,Leaf oyster,FALSE
DDO,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Dendostrea frons,Frons oyster,FALSE
IOM,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Striostrea margaritacea,Sand oyster,FALSE
IOK,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Striostrea prismatica,Stone oyster,FALSE
ODE,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Striostrea denticulata,Denticulate rock oyster,FALSE
LFI,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Lopha cristagalli,Cock's comb oyster,FALSE
OYM,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Crassostrea rhizophorae,Mangrove cupped oyster,FALSE
OYA,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Crassostrea virginica,American cupped oyster,FALSE
KAN,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Crassostrea ariakensis,Ariake cupped oyster,FALSE
KAY,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Crassostrea gryphoides,Gryphea cupped oyster,FALSE
OYI,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Crassostrea madrasensis,Indian backwater oyster,FALSE
CSI,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Crassostrea iredalei,Slipper cupped oyster,FALSE
OYL,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Crassostrea belcheri,Lugubrious cupped oyster,FALSE
OYR,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Crassostrea corteziensis,Cortez oyster,FALSE
OYU,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Crassostrea rivularis,Suminoe oyster,FALSE
KRL,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Crassostrea columbiensis,Columbia black oyster,FALSE
OGZ,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Crassostrea tulipa,Gasar cupped oyster,FALSE
KBL,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Crassostrea sikamea,Kumamoto oyster,FALSE
OYC,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Crassostrea spp,Cupped oysters nei,FALSE
UOG,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Undulostrea megodon,Megodon oyster,FALSE
QOS,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Ostreola stentina,Dwarf oyster,FALSE
OYG,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Magallana gigas,Pacific cupped oyster,TRUE
OST,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Ostreidae,Flat and cupped oysters nei,FALSE
YOH,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Hyotissa hyotis,Honeycomb oyster,FALSE
YTQ,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Hyotissa fisheri,Wrinkled oyster,FALSE
YRX,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Hyotissa spp,NA,FALSE
NPQ,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Neopycnodonte cochlear,Spoon oyster,FALSE
NOQ,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Anomia ephippium,Common jingle shell,FALSE
NPV,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Anomia peruviana,Peruvian jingle shell,FALSE
NLX,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Anomia spp,NA,FALSE
ODQ,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Pododesmus cepio,Abalone jingle shell,FALSE
JBV,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Pododesmus patelliformis,Ribbed saddle oyster,FALSE
NXX,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Pododesmus spp,NA,FALSE
IMA,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Isognomon alatus,Flat tree oyster,FALSE
IMR,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Isognomon recognitus,Pacific tree oyster,FALSE
IOJ,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Isognomon janus,Janus tree oyster,FALSE
IGH,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Isognomon ephippium,Saddle tree oyster,FALSE
IGQ,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Isognomon isognomum,Wader tree oyster,FALSE
IMP,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Isognomon perna,Rayed tree oyster,FALSE
IMX,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Isognomon spp,NA,FALSE
USG,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Malleus regula,Straight hammer oyster,FALSE
EQB,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Malleus albus,White hammer oyster,FALSE
EQM,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Malleus malleus,Black hammer oyster,FALSE
DYM,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Spondylus americanus,Atlantic thorny oyster,FALSE
DYD,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Spondylus gaederopus,European thorny oyster,FALSE
DYJ,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Spondylus ictericus,Digitate thorny oyster,FALSE
ONF,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Spondylus calcifer,Donkey thorny oyster,FALSE
OUQ,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Spondylus princeps,Pacific thorny oyster,FALSE
OOQ,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Spondylus squamosus,Ducal thorny oyster,FALSE
DYB,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Spondylus barbatus,Bearded thorny oyster,FALSE
DUL,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Spondylus butleri,Butler's thorny oyster,FALSE
DSJ,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Spondylus imperialis,Imperial thorny oyster,FALSE
DSV,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Spondylus versicolor,Golden thorny oyster,FALSE
DZX,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Spondylus spp,Thorny oysters nei,FALSE
EGW,10,Bivalves and other molluscs and aquatic invertebrates,79,Oyster,5,Molluscs,53,Oysters,Euciroa galatheae,NA,FALSE
MUK,10,Bivalves and other molluscs and aquatic invertebrates,92,Mussel Mytilus spp.,5,Molluscs,54,Mussels,Mytilus unguiculatus,Korean mussel,FALSE
MUJ,10,Bivalves and other molluscs and aquatic invertebrates,92,Mussel Mytilus spp.,5,Molluscs,54,Mussels,Mytilus californianus,Californian mussel,FALSE
MYC,10,Bivalves and other molluscs and aquatic invertebrates,92,Mussel Mytilus spp.,5,Molluscs,54,Mussels,Mytilus chilensis,Chilean mussel,FALSE
MUS,10,Bivalves and other molluscs and aquatic invertebrates,92,Mussel Mytilus spp.,5,Molluscs,54,Mussels,Mytilus edulis,Blue mussel,TRUE
YUD,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Mytilus desolationis,Kerguelen mussel,FALSE
YUS,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Mytilus trossulus,Norhtern blue mussel,FALSE
MSR,10,Bivalves and other molluscs and aquatic invertebrates,92,Mussel Mytilus spp.,5,Molluscs,54,Mussels,Mytilus platensis,River Plata mussel,FALSE
MSM,10,Bivalves and other molluscs and aquatic invertebrates,92,Mussel Mytilus spp.,5,Molluscs,54,Mussels,Mytilus galloprovincialis,Mediterranean mussel,FALSE
MYA,10,Bivalves and other molluscs and aquatic invertebrates,92,Mussel Mytilus spp.,5,Molluscs,54,Mussels,Mytilus planulatus,Australian mussel,FALSE
MYV,10,Bivalves and other molluscs and aquatic invertebrates,92,Mussel Mytilus spp.,5,Molluscs,54,Mussels,Mytilus spp,Mytilus mussels nei,FALSE
YEG,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Mytella guyanensis,Guyana swamp mussel,FALSE
YER,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Mytella strigata,Strigate mangrove mussel,FALSE
YEP,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Mytella speciosa,Reeve's mangrove mussel,FALSE
KUK,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Arcuatula arcuatula,Arcuate mussel,FALSE
GKD,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Geukensia demissa,Atlantic ribbed mussel,FALSE
IHR,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Ischadium recurvum,Hooked mussel,FALSE
LFF,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Lithophaga lithophaga,European date mussel,FALSE
LFN,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Lithophaga attenuata,Pacific date mussel,FALSE
LFS,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Lithophaga teres,Cylinder date mussel,FALSE
NJX,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Lithophaga spp,Date mussels nei,FALSE
UUH,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Musculista senhousia,Senhouse horse mussel,FALSE
FRB,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Septifer bilocularis,Box mussel,FALSE
TVS,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Stavelia subdistorta,Distorted mussel,FALSE
CHC,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Choromytilus chorus,Choro mussel,FALSE
YUM,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Choromytilus meridionalis,Black mussel,FALSE
YUP,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Choromytilus palliopunctatus,Pinpricked mussel,FALSE
DLC,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Modiolus auriculatus,Eared horse mussel,FALSE
DJB,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Modiolus barbatus,Bearded horse mussel,FALSE
DJK,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Modiolus kurilensis,Kurilean horse mussel,FALSE
DJM,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Modiolus metcalfei,Yellowbanded horse mussel,FALSE
DJO,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Modiolus modiolus,Northern horse mussel,FALSE
DJF,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Modiolus philippinarum,Philippine horse mussel,FALSE
DJX,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Modiolus capax,Capax horse mussel,FALSE
DJI,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Modiolus americanus,Tulip mussel,FALSE
DJE,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Modiolus eiseni,Offshore horse mussel,FALSE
DJU,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Modiolus rectus,Straight horse mussel,FALSE
DJN,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Modiolus nitens,Shiny mussel,FALSE
DJH,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Modiolus rhomboideus,Rhomboid mussel,FALSE
DJQ,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Modiolus squamosus,False tulip mussel,FALSE
DJD,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Modiolus adriaticus,Adriatic horse mussel,FALSE
DLQ,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Modiolus aratus,Furrowed horse mussel,FALSE
MOD,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Modiolus spp,Horse mussels nei,FALSE
MSL,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Perna perna,South American rock mussel,FALSE
MSV,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Perna viridis,Green mussel,FALSE
MUZ,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Perna canaliculus,New Zealand mussel,FALSE
MSI,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Perna indica,Indian brown mussel,FALSE
PQJ,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Perna picta,African mussel,FALSE
XMS,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Perna spp,Perna mussels nei,FALSE
MSC,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Aulacomya ater,Cholga mussel,FALSE
BFF,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Brachidontes purpuratus,NA,FALSE
BFH,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Brachidontes rodriguezii,NA,FALSE
DOF,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Semimytilus algosus,NA,FALSE
JYN,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Musculus discors,Green crenella,FALSE
MSX,10,Bivalves and other molluscs and aquatic invertebrates,77,"Mussel, other",5,Molluscs,54,Mussels,Mytilidae,Sea mussels nei,TRUE
QPF,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,55,"Scallops, pectens",Aequipecten felipponei,Felippone's scallop,FALSE
QPT,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,55,"Scallops, pectens",Aequipecten tehuelchus,Tehuelche scallop,FALSE
QSC,10,Bivalves and other molluscs and aquatic invertebrates,78,Scallop,5,Molluscs,55,"Scallops, pectens",Aequipecten opercularis,Queen scallop,TRUE
DMK,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,55,"Scallops, pectens",Adamussium colbecki,Antarctic scallop,FALSE
KTJ,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,55,"Scallops, pectens",Pecten albicans,Japanese baking scallop,FALSE
KTO,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,55,"Scallops, pectens",Pecten modestus,Modest scallop,FALSE
KTN,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,55,"Scallops, pectens",Pecten sinensis,Chinese scallop,FALSE
EKY,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,55,"Scallops, pectens",Pecten berryi,Lunar Mexican scallop,FALSE
EKD,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,55,"Scallops, pectens",Pecten diegensis,San Diego scallop,FALSE
KTE,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,55,"Scallops, pectens",Pecten sericeus,Silken scallop,FALSE
EKV,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,55,"Scallops, pectens",Pecten vogdesi,Vogde's scallop,FALSE
SCE,10,Bivalves and other molluscs and aquatic invertebrates,78,Scallop,5,Molluscs,55,"Scallops, pectens",Pecten maximus,Great Atlantic scallop,TRUE
PSU,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,55,"Scallops, pectens",Pecten sulcicostatus,Groovesided scallop,FALSE
SJA,10,Bivalves and other molluscs and aquatic invertebrates,78,Scallop,5,Molluscs,55,"Scallops, pectens",Pecten jacobaeus,Great Mediterranean scallop,FALSE
SCZ,10,Bivalves and other molluscs and aquatic invertebrates,78,Scallop,5,Molluscs,55,"Scallops, pectens",Pecten novaezelandiae,New Zealand scallop,FALSE
SSC,10,Bivalves and other molluscs and aquatic invertebrates,78,Scallop,5,Molluscs,55,"Scallops, pectens",Pecten fumatus,Southern Australia scallop,FALSE
EKZ,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,55,"Scallops, pectens",Pecten ziczac,Zigzag scallop,FALSE
KTZ,10,Bivalves and other molluscs and aquatic invertebrates,78,Scallop,5,Molluscs,55,"Scallops, pectens",Pecten spp,Pecten scallops nei,FALSE
UMJ,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,55,"Scallops, pectens",Amusium japonicum,Saucer scallop,FALSE
UMP,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,55,"Scallops, pectens",Amusium pleuronectes,Asian moon scallop,FALSE
UMY,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,55,"Scallops, pectens",Amusium papyraceum,Paper moon scallop,FALSE
QCB,10,Bivalves and other molluscs and aquatic invertebrates,81,Other molluscs and aquatic invertebrates,5,Molluscs,55,"Scallops, pectens",Equichlamys bifrons,Bifrons scallop,FALSE
FXG,10,Bivalves and other molluscs and aquatic invertebrates,78,Scallop,5,Molluscs,55,"Scallops, pectens",Flexopecten glaber,Smooth scallop,FALSE
